eic_p,eic_g,type_g,cyear,Generation,cf,time_coverage,co2emitted
27W-PU-EDAL----O,27W-GU-EDALG4--R,Hydro Pumped Storage,2017,120181.0,0.116,1.0,0.0
29WYISEDESSAIOUM,29WGU-YISEDESS-U,Hydro Run-of-river and poundage,2017,27.0,0.0,0.986,0.0
27W-PU-EDET----M,27W-GU-EDETG1--0,Fossil Hard coal,2017,0.0,0.0,1.0,
27W-PU-EDET----M,27W-GU-EDETG2--X,Fossil Hard coal,2017,558222.0,0.343,1.0,
27W-PU-EDET----M,27W-GU-EDETG3--T,Fossil Hard coal,2017,617365.0,0.375,1.0,
27W-PU-EDET----M,27W-GU-EDETG4--P,Fossil Hard coal,2017,461379.0,0.282,1.0,
49W0000000000342,49W0000000000342,Fossil Gas,2017,357794.0,0.365,1.0,137312000.0
48WSTN0000EDINWA,48W10000EDINW-1N,Wind Onshore,2017,104217.0,0.31,0.915,0.0
27W-PU-EDST----Z,27W-GU-EDSTG1--D,Hydro Pumped Storage,2017,461743.0,0.165,1.0,0.0
27W-PU-EDST----Z,27W-GU-EDSTG2--9,Hydro Pumped Storage,2017,160439.0,0.057,1.0,0.0
27W-PU-EDUK----1,27W-GU-EDUKB1--4,Nuclear,2017,2643665.0,0.642,1.0,0.0
27W-PU-EDUK----1,27W-GU-EDUKB2--0,Nuclear,2017,3093373.0,0.751,1.0,0.0
27W-PU-EDUK----1,27W-GU-EDUKB3--X,Nuclear,2017,2812159.0,0.683,1.0,0.0
27W-PU-EDUK----1,27W-GU-EDUKB4--T,Nuclear,2017,2574367.0,0.625,1.0,0.0
27W-PU-EECK----8,27W-GU-EECKG4--B,Fossil Brown coal/Lignite,2017,727413.0,0.666,0.997,
27W-PU-EECK----8,27W-GU-EECKG5--7,Fossil Brown coal/Lignite,2017,620124.0,0.568,0.997,
27W-PU-EECK----8,27WGU-EECKG7---A,Fossil Brown coal/Lignite,2017,735365.0,0.673,0.997,
48WSTN00000EECLC,48W000000EECL-15,Fossil Gas,2017,1061894.0,0.754,0.394,411855000.0
49W000000000088G,49W000000000089E,Fossil Gas,2017,1272381.0,0.405,1.0,497697000.0
49W000000000086K,49W000000000087I,Fossil Gas,2017,1410166.0,0.448,1.0,551592000.0
49W000000000084O,49W000000000085M,Fossil Gas,2017,1263981.0,0.4,1.0,494411000.0
49W000000000082S,49W000000000083Q,Fossil Gas,2017,113305.0,0.036,1.0,44319700.0
49W000000000080W,49W000000000081U,Fossil Gas,2017,1156008.0,0.367,1.0,452177000.0
49W000000000044-,49W0000000000180,Fossil Gas,2017,1328688.0,0.323,1.0,491373000.0
49W000000000044-,49W000000000019Z,Fossil Gas,2017,1509342.0,0.367,1.0,558182000.0
49W000000000044-,49W000000000020D,Fossil Gas,2017,1504248.0,0.365,1.0,588392000.0
49W000000000066Q,49W0000000000075,Fossil Hard coal,2017,5717994.0,0.826,1.0,4873450000.0
49W000000000066Q,49W0000000000083,Fossil Hard coal,2017,4410638.0,0.637,1.0,3759190000.0
38W-MT--EEJ----3,38W-MT--EEJG1--L,Fossil Oil shale,2017,698884.0,0.478,0.999,787763000.0
38W-MT--EEJ----3,38W-MT--EEJG2--H,Fossil Oil shale,2017,904771.0,0.619,0.999,1019830000.0
38W-MT--EEJ----3,38W-MT--EEJG3--D,Fossil Oil shale,2017,919780.0,0.641,0.999,1036750000.0
38W-MT--EEJ----3,38W-MT--EEJG4--9,Fossil Oil shale,2017,1081308.0,0.754,0.999,1218820000.0
38W-MT--EEJ----3,38W-MT--EEJG5--5,Fossil Oil shale,2017,1077324.0,0.712,0.999,1214330000.0
38W-MT--EEJ----3,38W-MT--EEJG6--1,Fossil Oil shale,2017,1056461.0,0.698,0.999,1190810000.0
38W-MT--EEJ----3,38W-MT--EEJG7--Y,Fossil Oil shale,2017,592674.0,0.406,0.999,668046000.0
38W-MT--EEJ----3,38W-MT--EEJG8--U,Fossil Oil shale,2017,971359.0,0.572,0.999,1094890000.0
48WSTN0000EGGPS5,48W00000EGGPS-1X,Fossil Hard coal,2017,62817.0,0.636,0.022,62000400.0
48WSTN0000EGGPS5,48W00000EGGPS-2V,Fossil Hard coal,2017,25644.0,0.525,0.011,25310600.0
48WSTN0000EGGPS5,48W00000EGGPS-3T,Fossil Hard coal,2017,453804.0,0.657,0.15,447905000.0
48WSTN0000EGGPS5,48W00000EGGPS-4R,Fossil Hard coal,2017,485315.0,0.673,0.157,479006000.0
27W-PU-ELED----H,27W-GU-ELEDG6--C,Fossil Brown coal/Lignite,2017,2295448.0,0.439,1.0,
29WENERGEIAKITHP,29WGU-ENERGEITH4,Fossil Gas,2017,1446793.0,0.419,0.986,557906000.0
29WELPEDISONTHIM,29WGU-ELPEDISTHK,Fossil Gas,2017,1245358.0,0.352,0.986,462443000.0
49W000000000048S,49W000000000049Q,Fossil Gas,2017,1278961.0,0.32,1.0,565523000.0
11WD7GARE5XELKWD,11WD7ELVE2S-E4-9,Fossil Hard coal,2017,205906.0,0.074,0.975,217212000.0
27W-PU-EME3----W,27W-GU-EME3G11-4,Fossil Brown coal/Lignite,2017,1241830.0,0.343,0.997,
17W100P100P0343F,17W100P100P0005Z,Fossil Hard coal,2017,2122525.0,0.416,0.978,2409490000.0
17W100P100P0344D,17W100P100P00105,Fossil Gas,2017,2384743.0,0.661,0.998,895073000.0
17W100P100P0345B,17W100P100P00113,Fossil Gas,2017,2321661.0,0.74,0.867,871397000.0
47W000000000244L,47W000000000229H,Fossil Oil,2017,47.0,0.002,0.836,35720.0
11WD7KKE-1K--KW5,11WD7KKE-1K-BLAZ,Nuclear,2017,10752041.0,0.919,1.0,0.0
11WD7EMSL-G-KW-T,11WD7EMSL-G-BLB0,Fossil Gas,2017,450617.0,0.108,1.0,171405000.0
11WD7EMSL-G-KW-T,11WD7EMSL-G-BLCZ,Fossil Gas,2017,450621.0,0.108,1.0,171406000.0
11WD7EMSL-G-KW-T,11WD7EMSL1G-GUD9,Fossil Gas,2017,3406037.0,0.447,1.0,1295580000.0
49W000000000058P,49W000000000059N,Fossil Gas,2017,4905084.0,,1.0,1847580000.0
11WD7ENSD2SKW1-4,11WD7ENSD2S--1-J,Fossil Hard coal,2017,46566.0,0.05,1.0,57894800.0
11WD7ENSD5SKW3-E,11WD7ENSD5S--3-T,Fossil Hard coal,2017,978075.0,0.395,1.0,1031780000.0
45W000000000025Q,45W000000000043O,Fossil Hard coal,2017,28.0,0.0,0.639,27129.6
27W-PU-EPC1----Y,27W-GU-EPC1G2--8,Fossil Brown coal/Lignite,2017,1022753.0,0.624,1.0,
27W-PU-EPC1----Y,27W-GU-EPC1G3--4,Fossil Brown coal/Lignite,2017,1160552.0,0.712,1.0,
27W-PU-EPC1----Y,27W-GU-EPC1G4--0,Fossil Brown coal/Lignite,2017,1228953.0,0.75,1.0,
27W-PU-EPC1----Y,27W-GU-EPC1G5--X,Fossil Brown coal/Lignite,2017,1082478.0,0.668,1.0,
27W-PU-EPC1----Y,27W-GU-EPC1G6--T,Fossil Brown coal/Lignite,2017,955280.0,0.589,1.0,
27W-PU-EPC2----S,27W-GU-EPC2B21-L,Fossil Gas,2017,1672517.0,0.225,1.0,
27W-PU-EPR2----Y,27W-GU-EPR2G23-X,Fossil Brown coal/Lignite,2017,1547520.0,0.778,1.0,
27W-PU-EPR2----Y,27W-GU-EPR2G24-U,Fossil Brown coal/Lignite,2017,564174.0,0.284,1.0,
27W-PU-EPR2----Y,27W-GU-EPR2G25-R,Fossil Brown coal/Lignite,2017,1107315.0,0.557,1.0,
48WSTN00000ERROK,48W000000ERRO-1P,Hydro Run-of-river and poundage,2017,40890.0,0.904,0.207,0.0
48WSTN00000ERROK,48W000000ERRO-2N,Hydro Run-of-river and poundage,2017,909.0,0.727,0.006,0.0
48WSTN00000ERROK,48W000000ERRO-3L,Hydro Run-of-river and poundage,2017,38753.0,0.889,0.199,0.0
45W000000000017P,45W000000000040U,Fossil Hard coal,2017,817806.0,0.248,1.0,749552000.0
18WESC6-12345-07,18WESC6TG1-12-CL,Fossil Gas,2017,83787.0,0.037,1.0,31280500.0
18WESC6-12345-07,18WESC6TG2-12-CE,Fossil Gas,2017,141377.0,0.061,1.0,52780700.0
18WESC6-12345-07,18WESC6TV-123-C5,Fossil Gas,2017,126754.0,0.05,1.0,46461100.0
18WESCCC1-123-0T,18WESCCC1-123-C5,Fossil Gas,2017,5088.0,0.001,1.0,1935360.0
18WESCCC2-123-0L,18WESCCC2-123-CY,Fossil Gas,2017,140556.0,0.04,1.0,53464300.0
18WESCCC3-123-0D,18WESCCC3-123-CQ,Fossil Gas,2017,585996.0,0.169,1.0,222900000.0
27W-PU-ETEM----A,27W-GU-ETEMG1--P,Nuclear,2017,8408986.0,0.933,1.0,0.0
27W-PU-ETEM----A,27W-GU-ETEMG2--L,Nuclear,2017,7246072.0,0.805,1.0,0.0
27W-PU-ETU2----I,27W-GU-ETU2G21-N,Fossil Brown coal/Lignite,2017,674702.0,0.423,1.0,
27W-PU-ETU2----I,27W-GU-ETU2G22-K,Fossil Brown coal/Lignite,2017,1104806.0,0.693,1.0,
27W-PU-ETU2----I,27W-GU-ETU2G23-H,Fossil Brown coal/Lignite,2017,1358352.0,0.852,1.0,
27W-PU-ETU2----I,27W-GU-ETU2G24-E,Fossil Brown coal/Lignite,2017,1332544.0,0.836,1.0,
48WSTN0000FAARW2,48W00000FAARW-13,Wind Onshore,2017,104568.0,0.197,0.865,0.0
48WSTN0000FAARW2,48W00000FAARW-21,Wind Onshore,2017,103390.0,0.195,0.866,0.0
48WSTN0000FALGWS,48W00000FALGW-1T,Wind Onshore,2017,340098.0,0.347,0.776,0.0
48WSTN00000FASN8,48W000000FASN-18,Hydro Run-of-river and poundage,2017,70551.0,0.763,0.48,0.0
48WSTN00000FASN8,48W000000FASN-42,Hydro Run-of-river and poundage,2017,41434.0,0.909,0.65,0.0
48WSTN00000FASN8,48W0000000FASN25,Hydro Run-of-river and poundage,2017,63592.0,0.788,0.4,0.0
48WSTN00000FASN8,48W0000000FASN33,Hydro Run-of-river and poundage,2017,70852.0,0.736,0.5,0.0
48WSTN00000FAWNX,48W000000FAWN-1P,Fossil Gas,2017,976217.0,0.832,0.893,590209000.0
48WSTN1000FDUNTQ,48W00000FDUNT-15,Wind Onshore,2017,16841.0,0.443,0.044,0.0
48WSTN00000FELLH,48W000000FELL-1R,Fossil Gas,2017,188936.0,0.144,0.834,90320200.0
17W100P100P0207N,17W100P100P0124R,Nuclear,2017,5709948.0,0.743,0.997,0.0
17W100P100P0208L,17W100P100P0125P,Nuclear,2017,0.0,0.0,0.997,0.0
48WSTN00000FFESK,48W000000FFES-1S,Hydro Run-of-river and poundage,2017,19902.0,0.686,0.035,0.0
48WSTN00000FFESK,48W000000FFES-2Q,Hydro Run-of-river and poundage,2017,56781.0,0.318,0.212,0.0
48WSTN00000FFESK,48W000000FFES-3O,Hydro Run-of-river and poundage,2017,26673.0,0.359,0.088,0.0
48WSTN00000FFESK,48W000000FFES-4M,Hydro Run-of-river and poundage,2017,56731.0,0.39,0.173,0.0
14W-WML-KW-----0,14W-WML-M1-----G,Fossil Hard coal,2017,760648.0,0.434,1.0,795828000.0
48WSTN00000FIDLP,48W000000FIDL-16,Fossil Hard coal,2017,44955.0,0.61,0.017,45638300.0
48WSTN00000FIDLP,48W000000FIDL-24,Fossil Hard coal,2017,799072.0,0.79,0.238,811218000.0
48WSTN000FIDL-GA,48W00000FIDL-2GF,Fossil Gas,2017,117.0,0.529,0.002,82932.8
48WSTN00000FIDLP,48W000000FIDL-32,Fossil Hard coal,2017,663445.0,0.834,0.187,673529000.0
48WSTN000FIDL-GA,48W00000FIDL-3GC,Fossil Gas,2017,63.0,0.371,0.001,44656.1
48WSTN00000FIDLP,48W000000FIDL-40,Fossil Hard coal,2017,394614.0,0.714,0.125,400612000.0
48WSTN00000FINLW,48W000000FINL-1U,Hydro Run-of-river and poundage,2017,70763.0,0.871,0.546,0.0
17W100P100P0209J,17W100P100P0126N,Nuclear,2017,6303083.0,0.542,0.998,0.0
17W100P100P0210Y,17W100P100P0127L,Nuclear,2017,7515510.0,0.647,0.998,0.0
46WPU0000000015W,46WGU0000000137O,Nuclear,2017,3794737.0,0.88,1.0,0.0
46WPU0000000015W,46WGU0000000138M,Nuclear,2017,3783053.0,0.878,1.0,0.0
46WPU0000000016U,46WGU0000000139K,Nuclear,2017,4009984.0,0.817,1.0,0.0
46WPU0000000016U,46WGU0000000140Z,Nuclear,2017,3995546.0,0.814,1.0,0.0
46WPU0000000017S,46WGU0000000053U,Nuclear,2017,8992692.0,0.88,1.0,0.0
44W-T-KT-000001I,44W-T-KT-100000D,Fossil Oil,2017,618.0,0.0,0.999,506469.0
44W-T-KT-000001I,44W-T-KT-100001B,Fossil Oil,2017,1475.0,0.001,0.999,1208810.0
48WSTN00000FOYEQ,48W000000FOYE-14,Hydro Run-of-river and poundage,2017,148645.0,0.656,0.162,0.0
48WSTN00000FOYEQ,48W000000FOYE-22,Hydro Run-of-river and poundage,2017,123999.0,0.652,0.136,0.0
16WFOZT--------Y,16WFOZTG1------D,Hydro Pumped Storage,2017,53831.0,0.053,0.893,0.0
16WFOZT--------Y,16WFOZTG2------5,Hydro Pumped Storage,2017,53693.0,0.053,0.893,0.0
17W100P100P0318E,17W100P100P00122,Fossil Gas,2017,1314036.0,0.442,0.846,484234000.0
16WFRADE2------F,16WFRADEG3-----N,Hydro Pumped Storage,2017,376557.0,0.111,0.997,0.0
16WFRADE2------F,16WFRADEG4-----G,Hydro Pumped Storage,2017,478992.0,0.141,0.997,0.0
11WD2GEBE000177K,11WD2GEB1000055R,Fossil Gas,2017,165230.0,0.049,1.0,92528800.0
11WD2GEBE000177K,11WD2GE2D000056A,Fossil Gas,2017,269089.0,0.07,1.0,108497000.0
16W-FRATEL-----A,16WFRATEL1-----M,Hydro Run-of-river and poundage,2017,68030.0,0.176,1.0,0.0
16W-FRATEL-----A,16WFRATEL2-----F,Hydro Run-of-river and poundage,2017,50311.0,0.131,1.0,0.0
16W-FRATEL-----A,16WFRATEL3-----8,Hydro Run-of-river and poundage,2017,43997.0,0.114,1.0,0.0
14W-BFR-KW-----A,14W-BFR-TU-----Q,Hydro Run-of-river and poundage,2017,1073720.0,0.713,1.0,0.0
11WD7FRIM2B-KW-M,11WD7FRIM2B--P-G,Fossil Brown coal/Lignite,2017,1327664.0,0.704,0.745,1768450000.0
11WD7FRIM2B-KW-M,11WD7FRIM2B--Q-D,Fossil Brown coal/Lignite,2017,1291338.0,0.68,0.745,1720060000.0
45W000000000014V,45W000000000035N,Fossil Hard coal,2017,1047077.0,0.321,1.0,1044370000.0
46WPU0000000039I,46WGU00000000402,Hydro Water Reservoir,2017,505930.0,0.511,1.0,0.0
46WPU0000000039I,46WGU00000000410,Hydro Water Reservoir,2017,261728.0,0.296,1.0,0.0
46WPU00000000024,46WGU00000000135,Fossil Oil,2017,954.0,0.001,1.0,769710.0
49W000000000096H,49W000000000097F,Fossil Gas,2017,2746.0,0.002,1.0,1163620.0
14W-WGM-KW-----J,14W-WGM1-M1----5,Fossil Gas,2017,763361.0,0.207,1.0,281935000.0
14W-WGM-KW-----J,14W-WGM2-M1----X,Fossil Gas,2017,704468.0,0.193,1.0,260184000.0
48WSTN0000GDSTWE,48W00000GDSTW-14,Wind Onshore,2017,29319.0,0.284,0.907,0.0
43W-PLAV-HPP---J,43W-PLAV-HG4---U,Hydro Run-of-river and poundage,2017,395995.0,0.453,0.997,0.0
17W100P100P02667,17W100P100P0037M,Fossil Gas,2017,104704.0,0.059,0.998,62415900.0
14W-TZG-KW-----H,14W-TZG-TU-----X,Hydro Water Reservoir,2017,245409.0,0.14,1.0,0.0
11WD7GERS-X-KW-C,11WD7GERS-G-BLF3,Fossil Gas,2017,1859.0,0.001,1.0,749549.0
11WD7GERS-X-KW-C,11WD7GERS-G-BLG1,Fossil Gas,2017,37081.0,0.011,1.0,14951100.0
11WD7GERS-X-KW-C,11WD7GERS-G-BLIY,Fossil Gas,2017,2139.0,0.001,1.0,862445.0
11WD7GERS-X-KW-C,11WD7GERS5S-K1-J,Fossil Gas,2017,61391.0,0.063,1.0,36401300.0
11WD7GERS-X-KW-C,11WD7GERS1S-K2-7,Fossil Gas,2017,1879131.0,0.349,1.0,757666000.0
48WSTN0000GFLDW6,48W00000GFLDW-11,Wind Onshore,2017,80932.0,0.321,0.899,0.0
18WTAJO-12345-0U,18WGYG1-12345-A6,Hydro Water Reservoir,2017,46751.0,0.048,1.0,0.0
11WD7GKWE2S--KW8,11WD7GKWE2S--1-K,Fossil Hard coal,2017,109651.0,0.11,0.356,115672000.0
11WD7GKWE2S--KW8,11WD7GKWE2S--2-H,Fossil Hard coal,2017,152468.0,0.153,0.356,160840000.0
11WD2GKBB000334V,11WD2GKBK000335V,Fossil Gas,2017,1781751.0,0.452,1.0,718402000.0
11WD4GKM-2CD7--7,11W0-0000-0006-5,Fossil Hard coal,2017,2518700.0,0.416,1.0,2505170000.0
11WD4GKM-XCD0--3,11W0-0000-0004-B,Fossil Hard coal,2017,888939.0,0.416,1.0,967055000.0
11WD4GKM-2CD4--J,11W0-0000-0005-8,Fossil Hard coal,2017,3778091.0,0.416,1.0,3757800000.0
48WSTN0000GLNDOL,48W00000GLNDO-1G,Hydro Run-of-river and poundage,2017,139016.0,0.751,0.211,0.0
48WSTN0000GLOFWW,48W00000GLOFW-15,Wind Onshore,2017,55169.0,0.275,0.882,0.0
48WSTN0000GNFSWJ,48W00000GNFSW-1H,Wind Offshore,2017,319899.0,0.405,0.902,0.0
48WSTN0000GNFSWJ,48W00000GNFSW-2F,Wind Offshore,2017,200034.0,0.389,0.903,0.0
17W100P100P0211W,17W100P100P0128J,Nuclear,2017,8274332.0,0.723,0.998,0.0
17W100P100P0212U,17W100P100P0129H,Nuclear,2017,9536261.0,0.833,0.998,0.0
15WGONYU-----PP5,15WGONYUG1-CCGTG,Fossil Gas,2017,2095828.0,0.56,1.0,783840000.0
48WSTN0000GORDWB,48W00000GORDW-1D,Wind Onshore,2017,154566.0,0.413,0.611,0.0
48WSTN0000GRAINU,48W100000GRAI-6N,Fossil Gas,2017,2181672.0,0.784,0.698,846159000.0
48WSTN0000GRAINU,48W000000GRAI-7Y,Fossil Gas,2017,1830739.0,0.815,0.564,710050000.0
48WSTN0000GRAINU,48W000000GRAI-8W,Fossil Gas,2017,986974.0,0.771,0.321,382797000.0
48WSTN000GRAI-GD,48W000000GRAI1GA,Fossil Gas,2017,287.0,0.55,0.002,178775.0
48WSTN000GRAI-GD,48W000000GRAI4G1,Fossil Gas,2017,245.0,0.65,0.002,152613.0
17W100P100P02756,17W100P100P0059C,Hydro Pumped Storage,2017,47925.0,0.036,0.997,0.0
17W100P100P02756,17W100P100P0058E,Hydro Pumped Storage,2017,259214.0,0.175,0.996,0.0
17W100P100P02756,17W100P100P0060R,Hydro Pumped Storage,2017,317664.0,0.232,0.996,0.0
17W100P100P02756,17W100P100P0062N,Hydro Pumped Storage,2017,373212.0,0.272,0.997,0.0
17W100P100P02756,17W100P100P0061P,Hydro Pumped Storage,2017,95624.0,0.072,0.997,0.0
17W100P100P02756,17W100P100P0063L,Hydro Pumped Storage,2017,136966.0,0.103,0.997,0.0
17W100P100P02756,17W100P100P0064J,Hydro Pumped Storage,2017,103848.0,0.078,0.997,0.0
17W100P100P02756,17W100P100P0065H,Hydro Pumped Storage,2017,97651.0,0.074,0.997,0.0
17W100P100P02756,17W100P100P0066F,Hydro Pumped Storage,2017,115097.0,0.087,0.997,0.0
17W100P100P02756,17W100P100P0067D,Hydro Pumped Storage,2017,143389.0,0.108,0.997,0.0
17W100P100P02756,17W100P100P0068B,Hydro Pumped Storage,2017,86057.0,0.065,0.997,0.0
17W100P100P02756,17W100P100P00699,Hydro Pumped Storage,2017,308696.0,0.225,0.997,0.0
17W100P100P0213S,17W100P100P0130W,Nuclear,2017,5382019.0,0.68,0.993,0.0
17W100P100P0214Q,17W100P100P0131U,Nuclear,2017,5585363.0,0.72,0.973,0.0
17W100P100P0215O,17W100P100P0132S,Nuclear,2017,6674221.0,0.839,0.998,0.0
17W100P100P0216M,17W100P100P0133Q,Nuclear,2017,5460395.0,0.696,0.985,0.0
17W100P100P0217K,17W100P100P0135M,Nuclear,2017,2539491.0,0.319,0.998,0.0
17W100P100P0218I,17W100P100P0136K,Nuclear,2017,5829617.0,0.733,0.998,0.0
14W-BGS-KW-----Q,14W-BGS-TU-----5,Hydro Run-of-river and poundage,2017,1721334.0,0.671,1.0,0.0
48WSTN0000GRGBW9,48W00000GRGBW-1V,Wind Offshore,2017,599243.0,0.229,0.893,0.0
48WSTN0000GRGBW9,48W00000GRGBW-2T,Wind Offshore,2017,631335.0,0.481,0.897,0.0
48WSTN0000GRGBW9,48W00000GRGBW-3R,Wind Offshore,2017,597793.0,0.457,0.894,0.0
48WSTN0000GRIFWQ,48W10000GRIFW-1N,Wind Onshore,2017,163946.0,0.226,0.813,0.0
48WSTN0000GRIFWQ,48W00000GRIFW-2Y,Wind Onshore,2017,187085.0,0.245,0.855,0.0
48WSTN00000GRMOP,48W100000GRMO-1N,Fossil Gas,2017,862856.0,0.917,0.746,506768000.0
11WD2GHKW000296G,11WD2GROH000049H,Nuclear,2017,9133248.0,0.767,1.0,0.0
11WD8DRES5X---PZ,11WD8DRES5X----D,Fossil Gas,2017,1441149.0,0.633,1.0,592930000.0
18WGUA1-12345-0T,18WGUA1-12345-D3,Fossil Hard coal,2017,51697.0,0.041,1.0,59105700.0
18WGUA2-12345-0J,18WGUA2-12345-DU,Fossil Hard coal,2017,1051377.0,0.351,1.0,995984000.0
11WD7BRAU5G-KW-N,11WD7BRAU5G-GUDH,Fossil Gas,2017,948119.0,0.185,1.0,503002000.0
11WD7FUEH5GMEKW7,11WD7FUEH5GMERKA,Fossil Gas,2017,205907.0,0.221,0.967,84716000.0
11WD2BUKW000310A,11WD2BURG000145R,Fossil Gas,2017,230236.0,0.219,1.0,136516000.0
11WD7KRBG1K-KW-V,11WD7KRBG1KD7-BE,Nuclear,2017,8195616.0,0.836,0.871,0.0
11WD7KRBG1K-KW-V,11WD7KRBG1KD7-CC,Nuclear,2017,9465528.0,0.839,1.0,0.0
48WSTN00000GYARR,48W000000GYAR-15,Fossil Gas,2017,1854993.0,0.811,0.622,733293000.0
48WSTN0000GYMRWD,48W0000GYMRO-15O,Wind Offshore,2017,462544.0,0.42,0.849,0.0
48WSTN0000GYMRWD,48W0000GYMRO-17K,Wind Offshore,2017,467959.0,0.422,0.856,0.0
48WSTN0000GYMRWD,48W0000GYMRO-26J,Wind Offshore,2017,498255.0,0.451,0.851,0.0
48WSTN0000GYMRWD,48W0000GYMRO-28F,Wind Offshore,2017,504421.0,0.456,0.853,0.0
44W-K-LV-000000Q,44W-T-LV-1000086,Fossil Peat,2017,163.0,0.0,0.999,
48WSTN0000HADHW8,48W00000HADHW-1J,Wind Onshore,2017,213613.0,0.22,0.853,0.0
11WD7GARE5XHAKW5,11WD7GARE5G-H45C,Fossil Gas,2017,264.0,0.0,0.975,110880.0
11WD7BEEC5XHAKW5,11WD7BEEC5XHAM4I,Fossil Coal-derived gas,2017,467124.0,0.579,0.921,
11WD7BEEC5XHAKW5,11WD7BEEC5XHAM5G,Fossil Coal-derived gas,2017,1360795.0,0.754,0.915,
44W-T-YT-000001Q,44W-T-YT-100000L,Fossil Hard coal,2017,628223.0,0.683,0.999,784860000.0
44W-T-YT-000001Q,44W-T-YT-100001J,Fossil Hard coal,2017,824394.0,0.897,0.999,1029940000.0
46WPU0000000029L,46WGU0000000025Z,Hydro Water Reservoir,2017,212822.0,0.221,1.0,0.0
46WPU0000000029L,46WGU0000000026X,Hydro Water Reservoir,2017,256043.0,0.266,1.0,0.0
46WPU0000000029L,46WGU0000000027V,Hydro Water Reservoir,2017,417433.0,0.28,1.0,0.0
46WPU0000000029L,46WGU0000000028T,Hydro Water Reservoir,2017,1398271.0,0.363,1.0,0.0
14W-TZH-KW-----7,14W-TZH-TU-----N,Hydro Pumped Storage,2017,480373.0,0.152,1.0,0.0
17W100P100P0238C,17W100P100P0023X,Fossil Hard coal,2017,2073895.0,0.409,0.998,1810990000.0
49W000000000045Y,49W000000000038V,Fossil Hard coal,2017,3132478.0,0.55,1.0,2483550000.0
49W000000000045Y,49W000000000039T,Fossil Hard coal,2017,2031278.0,0.527,1.0,1282410000.0
11WD7GARE5XHEKWQ,11WD7HERD2G-H6-X,Fossil Gas,2017,490172.0,0.135,0.975,182998000.0
22WHERDER0001288,22WHERDER000125E,Fossil Gas,2017,346761.0,0.252,1.0,145171000.0
22WHERDER0001288,22WHERDER000126C,Fossil Gas,2017,363452.0,0.265,1.0,152159000.0
22WHERDER0001288,22WHERDER000127A,Fossil Gas,2017,372918.0,0.255,1.0,156122000.0
11WD7HERN2S--KWU,11WD7HERN2S-3--W,Fossil Hard coal,2017,136484.0,0.156,0.356,148478000.0
11WD7HERN2S--KWU,11WD7HERN2S--4-X,Fossil Hard coal,2017,1330023.0,0.331,0.997,1403050000.0
29WHERONTHE---ID,29WGU-HERON1---C,Fossil Gas,2017,7661.0,0.018,0.986,4389100.0
29WHERONTHE--IIU,29WGU-HERON2---7,Fossil Gas,2017,5063.0,0.012,0.986,2900660.0
29WHERONTHE-IIIS,29WGU-HERON3---2,Fossil Gas,2017,6060.0,0.014,0.986,3471860.0
29WHERON-CC----5,29WGU-HERON-CC-5,Fossil Gas,2017,1150345.0,0.316,0.986,419395000.0
11WD2HEKW000297X,11WD2HEY40000638,Fossil Hard coal,2017,2222080.0,0.29,1.0,1983460000.0
48WSTN0000HEYM1P,48W000000HEYM11C,Nuclear,2017,2978769.0,0.719,0.711,0.0
48WSTN0000HEYM1P,48W000000HEYM12A,Nuclear,2017,3260585.0,0.715,0.782,0.0
48WSTN0000HEYM2N,48W000000HEYM27Y,Nuclear,2017,5178919.0,0.924,0.952,0.0
48WSTN0000HEYM2N,48W000000HEYM28W,Nuclear,2017,5319900.0,0.921,0.981,0.0
48WSTN00000HINB5,48W000000HINB-77,Nuclear,2017,3839738.0,0.695,0.901,0.0
48WSTN00000HINB5,48W000000HINB-85,Nuclear,2017,3525988.0,0.686,0.838,0.0
11WD4AL1KU1-S--E,11WD4AL1U1C2---O,Fossil Hard coal,2017,1200921.0,0.408,1.0,1194470000.0
11WD4AL1KU1-S--E,11WD4AL1U1C1---T,Fossil Hard coal,2017,0.0,0.0,0.509,0.0
11WD4HLBR1CS---A,11WD4HLBR1C7---4,Fossil Hard coal,2017,2388922.0,0.351,1.0,2188500000.0
11WD7RHAU5G-3--3,11WD7RHAU5GKW3B5,Fossil Gas,2017,995093.0,0.485,1.0,409410000.0
11WD8KLIN5X----0,11WD8KLIN5G--13E,Fossil Brown coal/Lignite,2017,624974.0,0.435,1.0,780436000.0
11WD8LICH5G----1,11WD8LICH5G---1Y,Fossil Gas,2017,337923.0,0.268,1.0,296197000.0
11WD8LICH5G----1,11WD8LICH5G---3U,Fossil Gas,2017,0.0,0.0,1.0,0.0
11WD8MITT5G----0,11WD8MITT5GGUD-8,Fossil Gas,2017,2000043.0,0.514,1.0,840018000.0
11WD8MOOR1C----G,11WD8MOOR1C---AV,Fossil Hard coal,2017,3709982.0,0.529,1.0,3150050000.0
11WD8MOOR1C----G,11WD8MOOR1C---BT,Fossil Hard coal,2017,3910212.0,0.558,1.0,3320060000.0
11WD8LEIP5X----6,11WD8LEIP5X----6,Fossil Gas,2017,441760.0,0.302,1.0,181753000.0
11WD8REUT5X----M,11WD8REUT5X---CX,Fossil Hard coal,2017,382402.0,0.352,1.0,459041000.0
11WD8REUW1C----4,11WD8REUW1C---DD,Fossil Hard coal,2017,1304105.0,0.528,1.0,1418700000.0
